:IngredientName,IngredientType,Unit,Unit,Unit,Unit,Unit,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe
"ITEM 10",Analog,"GDR_Item10\Next","GDR_Item10\Config","","GDR_Item10\Next","",0.75,0.75,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.75,2,0,0,0,0,0,1,1,0,1,0,0.5,0,0,0,0,1,0,1,0,0,0,1,0,0,1.5,0,0,0,1,0,0,0,0,1,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,1,1,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,1,1,0,1.5,1.5,0,1.25,0,1.5,2,1,1,0,0,0,0,0,1.5,0,0,1.25,0,1,1.25,1.5,1,1,1.5,0,0,0,1.5,0,0,0,0,0,0,0,0,1.25,1.5,1,0,1.25,1.5,1.25,0.5,0,0,1.25,0,1,1.25,1.25,0.5,1.5,1.25,1,1.5,1.25,1,1.5,1.5,1.25,0,1,0.75,1.25,1.25,1.25,0,1,1,2,1,1.25,1,1,1.25,1,1,1,0.75,0.75,1.25,1.25,1,1,0.5,0.25,1.25,1.25,1,1.5,1.5,1,0.5,1,1,0.5,1,1,1,1,1,1.5,1.25,1,1.25,0.25,0,0.5,1.25,1.25,2,0.5,0,0,1.5,1,1,0,0,1.5,1,1.5,1.5,1,1,1.25,0,1.25,1,0.5,1,1,1,1,1,1,1,0.5,0,0,1,0,1,1.25,1.5,1.5,0,1,1,1
"Revision Date",Message,"gdr_strRecipeDate","gdr_strConfigRecipeDate","","gdr_strRecipeDate","","8/6/2015","4/25/2024","8/6/2015","1/13/2017","1/22/2017","8/9/2015","4/22/2023","5/13/2022","2/5/2019","10/18/2021","7/7/2025","11/19/2018","8/14/2015","11/14/2016","4/14/2022","12/2/2024","2/19/2025","10/12/2024","8/25/2015","8/26/2015","6/5/2019","10/24/2015","10/24/2015","12/11/2017","8/30/2015","1/20/2018","1/28/2017","6/30/2021","7/31/2024","9/14/2015","9/19/2015","3/20/2022","9/25/2015","9/25/2015","9/26/2015","7/19/2023","5/27/2022","10/10/2015","10/12/2015","10/17/2015","2/27/2023","10/24/2015","10/28/2015","5/30/2023","11/11/2015","7/13/2023","11/16/2015","10/15/2024","4/30/2023","9/17/2022","5/2/2022","2/20/2022","2/28/2024","11/17/2015","7/10/2023","11/18/2015","11/23/2015","11/25/2015","12/9/2017","12/9/2015","12/14/2015","12/14/2015","12/22/2015","12/22/2015","2/13/2023","4/17/2022","1/18/2016","1/20/2016","2/10/2016","3/6/2016","4/3/2023","10/20/2016","9/11/2022","2/21/2017","4/10/2016","3/31/2025","4/11/2016","4/15/2016","3/12/2020","4/15/2016","11/21/2016","12/19/2021","11/27/2016","5/2/2022","5/4/2016","5/4/2016","5/9/2016","5/10/2022","2/9/2018","6/15/2016","6/15/2016","5/23/2024","5/23/2024","6/20/2016","6/21/2016","3/10/2018","7/21/2016","7/21/2016","7/22/2016","8/10/2016","8/10/2016","7/14/2023","12/22/2016","10/20/2017","12/15/2016","1/8/2017","1/25/2017","10/15/2024","2/22/2017","3/4/2017","1/11/2022","3/14/2017","3/20/2017","3/25/2017","3/27/2017","11/7/2017","4/24/2017","5/24/2017","4/26/2017","4/26/2017","4/26/2017","5/6/2017","5/10/2017","5/17/2017","5/17/2017","2/23/2021","7/19/2017","7/24/2017","8/10/2017","8/14/2017","2/10/2018","10/15/2017","10/17/2017","12/7/2021","2/7/2023","4/22/2020","11/6/2017","5/20/2024","12/16/2017","12/18/2017","12/22/2017","11/27/2018","1/22/2018","2/5/2018","2/6/2018","5/2/2018","5/6/2018","5/6/2018","10/7/2022","6/19/2018","6/20/2018","7/6/2018","7/22/2018","7/23/2018","4/26/2022","5/23/2024","7/17/2024","10/23/2024","12/12/2021","10/2/2018","10/8/2018","10/11/2018","8/16/2022","3/18/2024","11/3/2018","11/13/2018","11/19/2018","11/20/2018","11/21/2018","12/5/2018","12/6/2018","3/24/2024","1/7/2019","2/26/2019","4/26/2019","5/2/2019","5/31/2019","6/14/2019","7/16/2019","7/24/2019","5/1/2025","2/24/2020","4/11/2023","9/13/2019","10/12/2019","11/5/2019","4/5/2023","11/26/2019","11/26/2019","12/9/2019","12/24/2019","1/16/2020","1/16/2020","2/10/2020","2/18/2022","3/4/2020","3/4/2020","3/6/2020","3/7/2020","3/11/2020","3/11/2020","3/12/2020","4/15/2020","4/15/2020","6/15/2020","3/12/2023","10/7/2020","10/11/2020","5/3/2023","9/29/2021","11/20/2020","12/1/2020","2/11/2021","5/28/2021","5/15/2024","3/22/2022","4/6/2023","4/27/2022","5/8/2022","5/21/2022","6/27/2023","1/22/2025","10/7/2022","5/25/2023","10/25/2024","6/6/2023","6/27/2023","8/16/2023","9/19/2023","9/19/2023","10/10/2023","11/20/2023","1/7/2024","1/8/2024","1/9/2024","1/29/2024","1/29/2024","2/1/2024","2/27/2024","6/25/2024","7/24/2024","8/28/2024","10/17/2024","9/9/2024","1/22/2025","1/24/2025","2/4/2025","2/4/2025","2/11/2025","2/17/2025","3/18/2025","3/18/2025","3/25/2025","4/15/2025","5/21/2025","6/2/2025","6/3/2025","6/10/2025","6/10/2025","6/11/2025","6/11/2025","6/12/2025","8/7/2025"
"Recipe Creator",Message,"gdr_strRecipeAuthor","gdr_strRecipeAuthor","","gdr_strRecipeAuthor","","gln","engineer","gln","engineer","engineer","gln","ENGINEER","engineer","ENGINEER","engineer","engineer","gln","engineer","engineer","engineer","engineer","engineer","ENGINEER","jby","jby","ENGINEER","engineer","engineer","ENGINEER","engineer","engineer","ENGINEER","ENGINEER","engineer","jby","jby","engineer","engineer","engineer","engineer","engineer","engineer","jby","gln","engineer","ENGINEER","engineer","engineer","engineer","engineer","engineer","engineer","ENGINEER","ENGINEER","engineer","engineer","engineer","ENGINEER","engineer","engineer","engineer","engineer","engineer","engineer","engineer","engineer","engineer","gln","gln","engineer","engineer","engineer","engineer","ENGINEER","engineer","engineer","gln","engineer","engineer","gln","engineer","gln","gln","ENGINEER","gln","engineer","engineer","engineer","engineer","engineer","ENGINEER","ENGINEER","engineer","ENGINEER","ENGINEER","ENGINEER","engineer","engineer","ENGINEER","ENGINEER","engineer","engineer","engineer","engineer","engineer","engineer","engineer","engineer","engineer","engineer","engineer","engineer","ENGINEER","engineer","engineer","ENGINEER","engineer","ENGINEER","ENGINEER","ENGINEER","gln","engineer","engineer","engineer","engineer","engineer","engineer","engineer","engineer","engineer","ENGINEER","engineer","ENGINEER","ENGINEER","ENGINEER","ENGINEER","ENGINEER","ENGINEER","engineer","engineer","ENGINEER","ENGINEER","engineer","ENGINEER","ENGINEER","ENGINEER","ENGINEER","engineer","ENGINEER","ENGINEER","engineer","engineer","engineer","ENGINEER","ENGINEER","ENGINEER","ENGINEER","ENGINEER","ENGINEER","engineer","engineer","engineer","engineer","engineer","engineer","engineer","engineer","ENGINEER","engineer","engineer","gln","gln","gln","gln","ENGINEER","ENGINEER","engineer","ENGINEER","ENGINEER","engineer","engineer","ENGINEER","ENGINEER","ENGINEER","engineer","engineer","ENGINEER","ENGINEER","ENGINEER","ENGINEER","ENGINEER","ENGINEER","engineer","engineer","ENGINEER","ENGINEER","ENGINEER","ENGINEER","ENGINEER","ENGINEER","ENGINEER","ENGINEER","ENGINEER","ENGINEER","ENGINEER","ENGINEER","ENGINEER","ENGINEER","ENGINEER","engineer","engineer","ENGINEER","ENGINEER","ENGINEER","engineer","ENGINEER","ENGINEER","ENGINEER","ENGINEER","engineer","engineer","ENGINEER","engineer","engineer","engineer","ENGINEER","engineer","ENGINEER","engineer","engineer","engineer","ENGINEER","engineer","ENGINEER","ENGINEER","engineer","engineer","engineer","engineer","engineer","ENGINEER","ENGINEER","ENGINEER","ENGINEER","engineer","engineer","engineer","engineer","engineer","engineer","engineer","engineer","engineer","engineer","engineer","engineer","engineer","engineer","engineer","engineer","engineer","engineer","engineer","engineer","engineer","engineer","engineer","engineer"
"CALIB ITEM 1",Analog,"GDR_CalibItem1\Next","GDR_CalibItem1\Config","","GDR_CalibItem1\Next","",4,20,4,4,4,4,4,10,4,4,5,4,10,4,10,2,20,15,20,20,4,20,20,20,20,4,4,20,10,20,4,15,20,20,20,20,4,20,20,20,20,20,20,4,4,10,10,2,20,10,20,10,10,20,10,10,10,20,10,4,4,4,10,20,4,10,10,20,20,20,4,20,10,20,4,4,4,20,20,20,20,20,20,20,4,20,10,20,20,20,10,4,20,20,4,4,20,20,20,4,4,5,4,4,20,20,4,2,20,20,4,4,4,20,10,4,4,20,20,20,20,20,20,10,4,4,20,4,20,4,20,10,10,4,4,4,20,10,4,4,20,10,4,4,20,20,20,20,4,10,4,20,20,4,10,10,15,15,20,20,20,20,4,4,4,4,4,10,20,4,10,20,10,4,10,10,20,20,4,20,20,20,4,4,10,4,4,20,10,4,10,4,4,4,10,20,20,10,20,20,20,20,4,20,10,10,20,4,20,4,4,4,4,4,20,20,4,10,10,8,15,4,4,4,2,4,4,20,20,20,10,4,20,4,4,20,20,10,4,4,20,4,2,20,10,10,4,4,10,10,4,20,4,10,15,10,20,20,20,15,4,10,2
"CALIB ITEM 2",Analog,"GDR_CalibItem2\Next","GDR_CalibItem2\Config","","GDR_CalibItem2\Next","GDR_NCWC_DYNOFFSET",0,0,0.47,0.91,3.37,3.37,0.666,0.91,0.91,-0.06,4.44,0.09,0.51,0.91,0.35,0.28,0.13,0.64,0.35,0.35,3.37,0.73,1.55,0.73,1.55,0.91,1.26,1.55,0.45,0.41,0.91,0.41,2.04,2.22,3.33,2.12,0.04,3.33,3.33,0.28,0.98,0.35,0.28,-0.1,0.91,0.51,0.51,0.64,0.73,0.101449,1.03,0.37,0.37,0.35,0.86,0.51,0.51,0.31,0.51,0.91,0.91,0.91,0.51,0.73,1.16,0.51,0.51,0.3,0.35,0.73,-0.12,2.04,2.22,3.33,0.91,0.91,0.91,0.73,0.73,0.41,0.35,2.15,3.33,1.03,0,0.35,0.51,1.04,0.28,0.41,0.51,1.62,0.98,0.98,0.91,0.91,3.33,3.33,3.33,0.91,0.91,0.73,0.91,1.15,0.35,0.35,0.91,0.85,0.73,1.55,-0.12,0.91,0.91,0.41,0.51,0.91,0.419265,3.33,3.33,3.33,0.73,0.73,0.35,0.51,0.91,3.37,0.73,0.91,0.846,0.91,0.35,0.51,0.51,-0.08,1.16,0.91,3.33,0.51,0.91,0.91,0.41,0.51,0.91,0.91,0.3,0.35,3.33,3.33,1.26,0.51,0.91,0.35,0.35,0.91,1.09,0.51,1.06,2.22,0.146,0.35,0.41,0.41,4.32,1.16,0.91,0.33,0.004345,0.51,0.846,0.91,0.51,0.73,0.51,0.33,0.51,0.51,0.28,0.28,0.91,0.73,0.28,0.28,-0.21,0.91,0.51,0.09,1.79,0.41,0.51,0.33,0.51,0.91,0.91,0.91,0.51,-0.06,-0.06,0.51,0.41,0.73,0.73,0.41,3.37,1.55,0.51,0.81,0.35,0.91,1.03,-0.032,3.37,0.91,0.91,0.91,0.81,0.846,1.18,0.51,0.51,0.91,0.41,3.92,1.26,1.62,0.92,0.91,1.16,0.73,0.28,0.28,0.68,1.16,0.73,0.91,0.91,1.55,-0.11,0.37,0.33,1.16,0.73,0.91,0.44,0.28,0.91,0.51,0.33,0.33,0.51,0.24,0.55,0.1,0.33,-0.5,0.41,0.24,0.35,0.73,0.73,0.91,0.91,0.51,1.66
"CALIB ITEM 3",Analog,"GDR_CalibItem3\Next","GDR_CalibItem3\Config","","GDR_CalibItem3\Next","",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9858,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CALIB ITEM 4",Analog,"GDR_CalibItem4\Next","GDR_CalibItem4\Config","","GDR_CalibItem4\Next","",1.17,1.17,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.17,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
"CALIB ITEM 5",Analog,"GDR_CalibItem5\Next","GDR_CalibItem5\Config","","GDR_CalibItem5\Next","",0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937,0.03937
"CALIB ITEM 6",Analog,"GDR_CalibItem6\Next","GDR_CalibItem6\Config","","GDR_CalibItem6\Next","",0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788,0.503788
"CALIB ITEM 7",Analog,"GDR_CalibItem7\Next","GDR_CalibItem7\Config","","GDR_CalibItem7\Next","",-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266,-11.612266
